node,degree,pagerank
0,18,0.002430536143950614
1,12,0.0016988436682954483
2,16,0.0021276353063340186
3,11,0.0015836919034365872
4,14,0.0019106160115495928
5,16,0.002157833406149325
6,12,0.0016652217702890337
7,11,0.0015801898923700486
8,17,0.002278229349685398
9,14,0.0019189498160176786
10,16,0.0021176100413528467
11,10,0.0014374763353177133
12,11,0.0015618011638250096
13,12,0.0016999522414271745
14,16,0.0021213901916278446
15,14,0.0019403426416755454
16,12,0.001681183387048903
17,12,0.0017004537484955774
18,16,0.002155006176164167
19,18,0.002346726143847177
20,11,0.0015711132183717546
21,14,0.001898615505523395
22,18,0.0023307277517813493
23,14,0.0019584527710087263
24,8,0.0012220868907019313
25,11,0.0015946756913926736
26,21,0.0027271629802241367
27,12,0.0016812817408045299
28,15,0.0020586526341180656
29,10,0.0014746757393271756
30,15,0.0020278076027263406
31,18,0.00234965951646006
32,16,0.002146045609680733
33,17,0.0022195980680300214
34,18,0.0023800179701742637
35,14,0.0019043245285229984
36,12,0.0016949698287680914
37,13,0.0018433024885164033
38,16,0.0021412077816765854
39,11,0.0015702672984587041
40,24,0.003037579794762706
41,21,0.0026836813567759116
42,14,0.001911156182619501
43,21,0.002724592400514201
44,21,0.002713364589157918
45,17,0.002256202706181774
46,16,0.0021552444586333463
47,13,0.001777793357678934
48,21,0.0027348253627418407
49,16,0.002123291940869453
50,16,0.0021794823410720295
51,13,0.0017782178924168066
52,17,0.0022575108317097687
53,14,0.0019308039922728212
54,5,0.0008722669978540583
55,12,0.0016898708705150303
56,14,0.0019217572972627904
57,17,0.0022750045987989256
58,19,0.0024893825644358076
59,14,0.0019380447670791197
60,10,0.0014574319021092212
61,17,0.0022473661002310784
62,15,0.0020573184664384693
63,15,0.0020285778152565135
64,14,0.0019032869001590238
65,17,0.0022822333877580035
66,13,0.0018160936385264402
67,13,0.0018190954095997462
68,12,0.0016939012889875772
69,16,0.0021658249910583025
70,16,0.002119470400114041
71,15,0.002025791986811756
72,20,0.00255790469375896
73,10,0.0015097217757556452
74,12,0.0016793688808331448
75,18,0.0023703448335946624
76,16,0.0021474119095572027
77,13,0.001829446997462147
78,20,0.002638975142373057
79,16,0.0021475982451357365
80,20,0.0026038812032559257
81,15,0.0020483612237179715
82,14,0.0019137940845028458
83,15,0.002061852885925267
84,13,0.0018248155260338955
85,14,0.0019107476850847268
86,17,0.002220633136592133
87,13,0.0017869031508180179
88,22,0.0028503091139994385
89,19,0.0024930369569346558
90,20,0.0025907636159362116
91,21,0.002713116490121219
92,15,0.0020976507610697757
93,20,0.0026260500603204275
94,14,0.0019115597540609224
95,16,0.0021492254091731882
96,22,0.002875715780431435
97,11,0.0015415104803919077
98,17,0.002232334558490659
