node,degree,pagerank
0,95,0.027501781573554027
1,40,0.01178773602955152
2,26,0.0076883118829677265
3,54,0.015473647544316462
4,45,0.012786258145770111
5,9,0.002768829187380754
6,31,0.009086263915438214
7,52,0.015219866967994928
8,44,0.013001180346501513
9,10,0.00303371686699456
10,15,0.0045039487914345895
11,39,0.011538397227477714
12,13,0.00396748574318123
13,16,0.004684635219955423
14,40,0.011841977922217485
15,24,0.007301910121160295
16,5,0.0016984695174953822
17,13,0.003945691994742839
18,10,0.00309285426113125
19,12,0.0038543421863896604
20,9,0.002815640151827841
21,24,0.007201161272765721
22,8,0.0024644873230206415
23,9,0.002792994727419033
24,19,0.005696166378997133
25,13,0.004000127460222187
26,11,0.0035232574064266433
27,5,0.0016409597279289747
28,10,0.003108651561144006
29,17,0.005169832945492784
30,10,0.0031248224877189566
31,6,0.0019894077223124402
32,10,0.0031612497966503
33,15,0.0045963202760909315
34,5,0.0016536563619744006
35,16,0.004882939331010801
36,15,0.004671634481444759
37,9,0.0029200453372972674
38,7,0.00220867679348407
39,5,0.001662636409529424
40,15,0.0044952501580433155
41,4,0.0013434541034988336
42,9,0.0028312448161643194
43,8,0.002512887527150275
44,18,0.005571535389327849
45,11,0.003413126575378383
46,11,0.0034346692571068137
47,11,0.0034804778372904866
48,7,0.002254387420762079
49,8,0.002623172637957742
50,9,0.002759829813439975
51,3,0.0010746994188725722
52,13,0.004087097373455321
53,9,0.002842995423569454
54,4,0.0013431872278918651
55,30,0.009115633769438174
56,4,0.0013602662698514341
57,7,0.002266218818389345
58,9,0.0028593368870856086
59,6,0.002035517629238803
60,12,0.0038039359288530054
61,10,0.0031684640685731994
62,3,0.001067850165540553
63,8,0.0026225651194598408
64,6,0.002012167644103541
65,5,0.0016670189144400629
66,10,0.0032111198033088818
67,7,0.0022655103020818926
68,5,0.0015922259466567938
69,14,0.004443539021839549
70,13,0.004090736149075341
71,3,0.001076637052363641
72,6,0.0020113942864935313
73,6,0.001971826932962959
74,6,0.0020000006286311797
75,11,0.0035479575684781283
76,7,0.002233535451664091
77,8,0.002575219812667756
78,9,0.002870244450684537
79,9,0.0029532712303110744
80,7,0.0022845333651990594
81,5,0.0017117056488265953
82,3,0.0010487869071107503
83,5,0.0016953112069635805
84,7,0.0022616213323347154
85,7,0.00228725188429873
86,4,0.0013789381292717649
87,8,0.002597002170771002
88,8,0.002613245852612144
89,3,0.0010547295277574115
90,8,0.002626205494765191
91,5,0.0017130627067659054
92,6,0.0019318826324566576
93,20,0.006233751522384982
94,14,0.0043370658216391
95,6,0.0020067307112916796
96,8,0.0025619035238787897
97,8,0.0025486683568477246
98,7,0.0023502926706176954
99,7,0.002292136623147208
100,9,0.002982310313574186
101,6,0.001977207156298815
102,5,0.0017113017623289631
103,6,0.0020063875677266488
104,10,0.0033064934752533564
105,8,0.0026597724878142217
106,7,0.0023893527062800964
107,7,0.002278573506687833
108,3,0.0010764297557681421
109,5,0.001677016085530893
110,5,0.001651105610584613
111,6,0.0019696541023247454
112,4,0.0013606904463756208
113,9,0.002870133924163285
114,7,0.002305935378048578
115,6,0.002008436104285359
116,8,0.0026850545102764
117,5,0.001734613648408267
118,3,0.0010875896002155816
119,11,0.003512578538404349
120,8,0.002659355372579151
121,6,0.002003294046412047
122,4,0.001421561317055776
123,3,0.0010708448429170444
124,6,0.0019999693863030797
125,6,0.0019846809309841257
126,3,0.0010714556065503722
127,9,0.0029511947982191694
128,4,0.001360305053245755
129,5,0.001712911924127848
130,4,0.0013639656900776083
131,9,0.0029339460672289843
132,4,0.0013577086613969684
133,4,0.001377195835729642
134,11,0.0036162361837113483
135,6,0.001955565166593987
136,3,0.0011073874651379694
137,7,0.0023480874856264926
138,10,0.003241554295353288
139,5,0.0017266720710456518
140,6,0.002043847547051454
141,3,0.0010516518874968586
142,3,0.0010979195764179005
143,6,0.0020186090216978256
144,3,0.001129165251975977
145,7,0.002335332304183328
146,4,0.0014495681227301449
147,6,0.0019646502571317465
148,5,0.0017032747741447807
149,6,0.002017465453091835
150,8,0.0026639920247776222
151,6,0.0020136486229482514
152,5,0.0017203707890482854
153,3,0.001098527708814678
154,4,0.0014532943099422862
155,11,0.0035652514489769643
156,5,0.0017721147560548804
